Variable Name,Defintion/ Cluster name,Type of Variable,Date announced,Date of last onset,Missing observations,Source,Dataset,State,District,Category,Status,New Cases,Total cases,Active cases,Tests,ICU admission,Deaths,Recovered
kg_sg_maong,Kampung Sungai Maong,Time-series (numeric),16/2/2021,13/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching,community,ended,0,54,0,210,0,0,54
kg_tanah_merah,Kampung Tanah Merah,Time-series (numeric),21/1/2021,28/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu,Besut & Setiu,community,ended,0,21,0,217,0,0,21
kg_tandak,Kampung Tandak,Time-series (numeric),8/2/2021,17/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu & Kelantan,"Besut, Setiu & Bachok",workplace,ended,0,33,0,258,0,0,33
kg_tebakang,Kampung Tebakang,Time-series (numeric),20/5/2021,26/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Serian,community,active,0,26,0,85,0,1,25
kg_telekong,Kampung Telekong,Time-series (numeric),26/2/2021,7/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Kuala Krai, Machang & Kota Bharu",community,ended,0,41,0,157,0,0,15
kg_teliar,Kampung Teliar,Time-series (numeric),28/5/2021,27/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,Pasir Mas,community,active,0,12,0,16,0,0,12
kg_teluk,Kampung Teluk,Time-series (numeric),12/2/2021,18/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Manjung,community,ended,0,26,0,45,0,0,26
kg_terusan,Kampung Terusan,Time-series (numeric),16/5/2021,14/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Kota Bharu, Bachok, Machang",community,active,0,222,0,319,0,0,222
kg_tg,Kampung Tanjung,Time-series (numeric),10/4/2021,7/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Terengganu, Kelantan","Kuala Nerus, Kuala Terengganu, Dungun, Pasir Puteh",community,active,0,80,0,1675,0,0,80
kg_tg_jelujok,Kampung Tanjong Jejulok,Time-series (numeric),19/5/2021,29/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,Pasir Mas,community,active,0,16,0,26,0,0,16
kg_tg_selabu,Kampung Tanjung Selabu,Time-series (numeric),11/2/2021,10/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Muar,workplace,ended,0,92,0,550,0,0,92
kg_tgh,Kampung Tengah,Time-series (numeric),13/1/2021,20/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan,Seremban,community,ended,0,26,0,180,0,0,26
kg_tgh_betong,Kampung Tengah Betong,Time-series (numeric),20/4/2021,5/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Betong,community,active,0,24,0,385,0,0,24
kg_tok_sangkut,Kampung Tok Sangkut,Time-series (numeric),12/5/2021,27/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,Pasir Mas,community,active,0,14,0,44,0,0,14
kg_tualang,Kampung Tualang,Time-series (numeric),25/1/2021,5/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu,"Kuala Terengganu, Marang & Kuala Nerus",education,ended,0,48,0,415,0,0,48
kg_tun_abd_razak,Kampung Tun Abdul Razak,Time-series (numeric),26/5/2021,25/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Hulu Selangor,workplace,active,0,9,0,155,0,0,9
khazanah,Khazanah,Time-series (numeric),11/10/2020,21/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah ,Lahad Datu,community,ended,0,21,0,2228,0,0,21
kiambang,Kiambang,Time-series (numeric),16/11/2020,24/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,"Mersing, Kota Tinggi, Johor Bahru ",education,ended,0,15,0,326,0,0,15
kiara_jaya,Kiara Jaya,Time-series (numeric),2/5/2021,8/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Kedah, WP Kuala Lumpur","Kuala Muda, Titiwangsa",education,active,0,35,0,189,0,0,35
kiba,Kiba,Time-series (numeric),7/3/2021,17/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Sibu,community,ended,0,50,0,108,0,1,49
kidurong,Kidurong,Time-series (numeric),19/6/2020,13/6/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Bintulu,community,ended,0,8,0,200,0,0,8
kidurong2,Kidurong Dua,Time-series (numeric),16/2/2021,22/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Bintulu,education,ended,0,14,0,120,0,1,13
kilang_setapak,Kilang Setapak,Time-series (numeric),23/1/2021,26/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Titiwangsa,workplace,ended,0,31,0,49,0,0,31
kl_buildingsite1,Tapak Pembinaan Kuala Lumpur,Time-series (numeric),3/5/2020,26/4/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Titiwangsa,workplace,ended,0,31,0,488,0,0,31
kl_buildingsite2,Tapak Pembinaan Kuala Lumpur 2,Time-series (numeric),25/5/2020,24/5/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Lembah Pantai,workplace,ended,0,73,0,354,0,0,73
kl_cleaning,Syarikat Pembersihan,Time-series (numeric),29/5/2020,28/5/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor & Negeri Sembilan,"Kuala Langat, Sepang & Seremban",workplace,ended,0,34,0,379,0,0,34
kl_restaurant,Restoran Kuala Lumpur,Time-series (numeric),19/7/2020,6/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Lembah Pantai,workplace,ended,0,2,0,584,0,0,2
km6_jln_lipis,Kilometer Enam Jalan Lipis,Time-series (numeric),24/5/2021,7/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pahang, WP Kuala Lumpur, Selangor","Raub, Temerloh, Lipis, Maran, Bera, Kuantan, Bentong, Jerantut, Cheras, Petaling, Klang",education,active,0,65,0,315,0,1,64
kobena,Kobena,Time-series (numeric),23/12/2020,8/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Johor Bahru & Kulai,community,ended,0,43,0,449,0,1,42
kok_lanas,Kok Lanas,Time-series (numeric),15/4/2021,20/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Kota Bahru, Tanah Merah, Tumpat, Pasir Mas, Bachok",education,active,0,295,0,658,0,0,295
kolam_air,Kolam Air,Time-series (numeric),23/12/2020,2/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah,Kota Setar & Kubang Pasu,detentionCentre,ended,0,24,0,253,0,0,24
kolam_lintas,Kolam Lintas,Time-series (numeric),26/3/2021,10/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Penampang, Putatan, Papar, Kota Kinabalu",workplace,ended,0,29,0,82,0,0,29
kolam_permai,Kolam Permai,Time-series (numeric),2/1/2021,10/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Terengganu, Selangor & Pahang","Kuala Terengganu, Kemaman, Kuala Nerus, Petaling & Kuantan",community,ended,0,15,0,224,0,0,15
kolong,Kolong,Time-series (numeric),12/10/2020,5/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Keningau,community,ended,0,33,0,331,0,0,33
kolopis,Kolopis,Time-series (numeric),19/5/2021,29/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Penampang,community,active,0,16,0,116,0,0,16
kompleks_perabut,Kompleks Perabut,Time-series (numeric),19/2/2021,16/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Kuala Langat,workplace,ended,0,123,0,288,0,0,123
kompleks_segamaha,Kompleks Segamaha,Time-series (numeric),18/1/2021,28/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kinabatangan,workplace,ended,0,84,0,1432,0,0,84
kompleks4,Kompleks Empat,Time-series (numeric),10/5/2021,26/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Kota Kinabalu, Kota Belud, Papar, Penampang, Putatan, Ranau, Sandakan, Tuaran",workplace,active,0,46,0,256,0,0,46
kongsi8,Kongsi Lapan,Time-series (numeric),13/5/2021,26/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Tawau, Kalabakan",community,active,0,46,0,295,,,
kopitiam_kg_selamat,Kopitiam Kampung Selamat,Time-series (numeric),9/5/2021,16/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,"Seberang Perai Utara, Seberang Perai Tengah",workplace,active,0,20,0,66,0,0,46
kopitiam_machap_baru,Kopitiam Machap Baru,Time-series (numeric),5/5/2021,24/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Melaka, Negeri Sembilan","Alor Gajah, Jasin, Melaka Tengah, Tampin",workplace,active,0,104,0,285,0,1,19
kota,Kota,Time-series (numeric),13/1/2021,4/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kota Tinggi,community,ended,0,94,0,420,0,0,104
kota_kecil,Kota Kecil,Time-series (numeric),21/11/2020,23/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kota Tinggi,education,ended,0,15,0,640,0,1,14
kota_kemajuan,Kota Kemajuan,Time-series (numeric),30/3/2021,9/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,"Johor Bahru, Kota Tinggi",highRisk,ended,0,24,0,70,0,2,22
kota_muhibbah,Kota Muhibbah,Time-series (numeric),21/1/2021,26/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,"Hilir Perak, Kinta & Manjung",workplace,ended,0,22,0,64,0,0,22
kota_road,Kota Road,Time-series (numeric),15/1/2021,23/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,"Kinta, Larut, Matang & Selama",workplace,ended,0,32,0,75,0,0,32
kota_sawit,Kota Sawit,Time-series (numeric),22/4/2021,14/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kinabatangan,workplace,active,0,52,0,252,0,0,52
kota_syahbandar,Kota Syahbandar,Time-series (numeric),26/4/2021,4/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka,Melaka Tengah,community,active,0,14,0,65,0,0,14
kota_warisan,Kota Warisan,Time-series (numeric),11/5/2021,14/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Sepang,education,active,0,15,0,494,0,0,15
kuala,Kuala,Time-series (numeric),13/12/2020,18/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Kuantan,workplace,ended,0,33,0,633,0,0,33
kuala_punteh,Kuala Punteh,Time-series (numeric),5/3/2021,17/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Keningau,community,ended,0,38,0,246,0,0,38
kuarters,Kuarters,Time-series (numeric),21/9/2020,10/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Tongod, Telupid & Kinabatangan",highRisk,ended,0,9,0,1432,0,0,9
kubang_bujuk,Kubang Bujuk,Time-series (numeric),11/1/2021,21/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu,Kuala Terengganu,education,ended,0,177,0,456,0,0,177
kubang_jambu,Kubang Jambu,Time-series (numeric),19/2/2021,23/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu,"Kuala Nerus, Kuala Terengganu, Marang",highRisk,ended,0,9,0,91,0,0,9
kube,Kube,Time-series (numeric),10/11/2020,19/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan & Selangor,"Kota Bahru, Tanah Merah & Petaling",community,ended,0,27,0,1038,0,0,27
kuching_construction_co,Syarikat Pembinaan Kuching,Time-series (numeric),24/6/2020,12/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching,workplace,ended,0,2,0,91,0,0,2
kuching_construction_site,Tapak Pembinaan Kuching,Time-series (numeric),18/6/2020,17/6/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching,workplace,ended,0,3,0,315,0,0,3
kuching_engineering,Kejuruteraan Kuching,Time-series (numeric),12/7/2020,12/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching,workplace,ended,0,8,0,189,0,0,8
kuching_jeti,Jeti Kuching,Time-series (numeric),19/7/2020,16/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching,workplace,ended,0,2,0,25,0,0,2
kuching_medical_center,Pusat Perubatan Kuching,Time-series (numeric),17/7/2020,15/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching,highRisk,ended,0,3,0,28,0,0,3
kuching_sp,SubTabligh Sri Petaling - di Kuching,Time-series (numeric),4/5/2020,18/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Kuching, Samarahan & Simunjan",religious,ended,0,41,0,1034,0,2,39
kundang_jaya,Kundang Jaya,Time-series (numeric),17/5/2021,25/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Gombak,religious,active,0,80,0,300,0,0,80
kupang,Kupang,Time-series (numeric),19/1/2021,9/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah & Perak,"Baling, Sik & Hulu Perak",community,ended,0,79,0,229,0,0,79
kupi2,Kupi-Kupi,Time-series (numeric),9/12/2020,30/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Penampang & Kota Kinabalu,workplace,ended,0,38,0,79,0,0,38
kurau,Kurau,Time-series (numeric),9/8/2020,10/8/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak & Pulau Pinang,"Kinta, Kerian & Seberang Perai Tengah  ",community,ended,0,5,0,202,0,0,5
lagenda_suria,Lagenda Suria,Time-series (numeric),4/3/2021,21/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Hulu Langat,workplace,ended,0,42,0,65,0,0,42
lagoon_selatan,Lagoon Selatan,Time-series (numeric),6/3/2021,5/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Petaling,workplace,ended,0,12,0,34,0,0,12
lak_lok,Lak Lok,Time-series (numeric),9/5/2021,5/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Terengganu, Kelantan","Besut, Kota Bharu, Pasir Puteh",community,active,0,100,0,1374,0,1,99
laman_desaru,Laman Desaru,Time-series (numeric),8/2/2021,12/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor ,Kota Tinggi,workplace,ended,0,18,0,239,0,0,18
landai_permai,Landai Permai,Time-series (numeric),24/5/2021,23/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,"Cheras, Lembah Pantai",religious,active,0,260,0,1314,0,2,258
langit_selatan,Langit Selatan,Time-series (numeric),5/1/2021,13/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Kuantan,workplace,ended,0,22,0,124,0,0,22
langkasuka,Langkasuka,Time-series (numeric),11/12/2020,9/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kulai & Johor Bahru,workplace,ended,0,68,0,403,0,0,68
lanjut,Lanjut,Time-series (numeric),20/6/2020,7/6/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Sepang,community,ended,0,5,0,30,0,0,5
lapangan_siber,Lapangan Siber,Time-series (numeric),1/2/2021,31/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Kinta,workplace,ended,0,21,0,50,0,0,21
lasah,Lasah,Time-series (numeric),30/1/2021,15/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Kuala Kangsar,community,ended,0,46,0,424,0,1,45
laut,Laut,Time-series (numeric),12/9/2020,6/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kunak & Tuaran,import,ended,0,124,0,617,0,0,124
layangan_labuan,Layangan Labuan,Time-series (numeric),4/5/2021,24/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Labuan, WP Kuala Lumpur","Labuan, Titiwangsa",community,active,0,58,0,623,0,1,57
layar,Layar,Time-series (numeric),31/3/2021,30/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah,"Kota Setar, Kuala Muda",community,ended,0,10,0,16,0,0,10
layar_hujung,Layar Hujung,Time-series (numeric),28/4/2021,5/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah,"Kuala Muda, Kulim, Yan, Sungai Petani",education,active,0,59,0,112,0,0,59
ldg_baturong,Ladang Baturong,Time-series (numeric),15/1/2021,12/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kunak,workplace,ended,0,90,0,2383,0,0,90
ldg_bukit,Ladang Bukit,Time-series (numeric),12/3/2021,1/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu & Pahang ,"Marang, Dungun, Kuala Terengganu, Kemaman, Kuala Nerus, Johor Bahru, Kuantan",workplace,ended,0,142,0,1925,0,0,142
ldg_desa_jerocco,Ladang Desa Jerocco,Time-series (numeric),22/1/2021,27/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kinabatangan,workplace,ended,0,84,0,1575,0,0,84
ldg_lsp,Ladang LSP,Time-series (numeric),7/5/2021,15/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Kinabatangan, Sandakan",workplace,active,0,103,0,187,0,0,103
ldg_matamba,Ladang Matamba,Time-series (numeric),15/1/2021,14/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Lahad Datu,workplace,ended,0,20,0,89,0,0,20
ldg_paris2,Ladang Paris Dua,Time-series (numeric),25/4/2021,14/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kinabatangan,workplace,active,0,40,0,277,0,0,40
ldg_pekan,Ladang Pekan,Time-series (numeric),12/2/2021,16/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kluang,workplace,ended,0,21,0,36,0,0,21
ldg_sebrang,Ladang Sebrang,Time-series (numeric),21/1/2021,28/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Lahad Datu,workplace,ended,0,35,0,434,0,0,35
ldg_segama,Ladang Segama,Time-series (numeric),24/1/2021,23/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Lahad Datu,workplace,ended,0,30,0,99,0,0,30
ldg_sg_pelek,Ladang Sungai Pelek,Time-series (numeric),28/3/2021,8/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor ,Sepang,workplace,ended,0,39,0,182,0,0,39
ldg_sg_pin,Ladang Sungai Pin,Time-series (numeric),1/2/2021,10/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kinabatangan,workplace,ended,0,101,0,220,0,1,100
ldg_tangkarason,Ladang Tangkarason,Time-series (numeric),3/2/2021,21/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Beluran,workplace,ended,0,32,0,1451,0,0,32
leboh_gambus,Leboh Gambus,Time-series (numeric),28/4/2021,4/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Klang,religious,active,0,80,0,123,0,4,76
lebuh_ipoh_lumut,Lebuh Ipoh - Lumut,Time-series (numeric),24/4/2021,4/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,"Kinta, Perak Tengah, Manjung",workplace,active,0,32,0,68,0,0,32
lebuh_karak,Lebuh Karak,Time-series (numeric),3/2/2021,10/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Bentong,education,ended,0,17,0,170,0,0,17
lebuh_katz,Lebuh Katz,Time-series (numeric),14/5/2021,22/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,Timur Laut,highRisk,active,0,39,0,79,0,8,31
lebuh_keluli,Lebuh Keluli,Time-series (numeric),13/2/2021,28/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Klang, Petaling, Petaling & Kuala Langat",workplace,ended,0,169,0,687,0,0,169
lebuh_lembah_permai,Lebuh Lembah Permai,Time-series (numeric),14/5/2021,20/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,"Seberang Perai Tengah, Timur Laut, Barat Daya",education,active,0,35,0,112,0,0,35
lebuh_sultan,Lebuh Sultan,Time-series (numeric),15/5/2021,3/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Klang,workplace,active,0,44,0,96,0,0,44
lebuh_wawasan,Lebuh Wawasan,Time-series (numeric),13/4/2021,3/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Putrajaya, WP Kuala Lumpur, Negeri Sembilan","Putrajaya, Lembah Pantai, Seremban",workplace,active,0,17,0,128,0,0,17
lebuhraya_kg_jawa,Lebuhraya Kampung Jawa,Time-series (numeric),26/3/2021,26/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pulau Pinang , Kedah & Perak","Timur Laut, Barat Daya, Seberang Perai Tengah, Seberang Perai Utara, Seberang Perai Selatan, Baling, Kuala Muda, Kulim, Bandar Baharu, Kerian",workplace,ended,0,247,0,2548,0,0,247
leepang,Leepang,Time-series (numeric),12/4/2021,23/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pahang, Perak","Rompin, Kinta",workplace,ended,0,36,0,1810,0,0,36
lekir,Lekir,Time-series (numeric),16/10/2020,23/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Manjung & Kerian,community,ended,0,18,0,221,0,0,18
lembah_keramat,Lembah Keramat,Time-series (numeric),22/5/2021,27/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Titiwangsa,religious,active,0,18,0,28,0,0,18
lengkok_emas,Lengkok Emas,Time-series (numeric),9/2/2021,8/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan,Seremban,workplace,ended,0,55,0,130,0,0,55
lengkok_pantai,Lengkok Pantai,Time-series (numeric),8/2/2021,14/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP kuala Lumpur,Lembah Pantai & Titiwangsa,workplace,ended,0,35,0,123,0,0,35
lengkuk,Lengkuk,Time-series (numeric),4/11/2020,9/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor & Negeri Sembilan,"Sepang, Seremban, Port Dickson, Rembau, Jelebu, Hulu Langat, Petaling, Kuala Langat &  Kuala Pilah",workplace,ended,0,299,0,1971,0,1,298
lestari,Lestari,Time-series (numeric),13/12/2020,8/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, WP Kuala Lumpur, WP Putrajaya & Negeri Sembilan","Petaling, Hulu Langat, Sepang, Klang, Kuala Langat, Lembah Pantai, Gombak, Kepong, Cheras, Putrajaya, Rembau & Port Dickson",highRisk,ended,0,154,0,495,0,3,151
lestari_mewah,Lestari Mewah,Time-series (numeric),26/5/2021,31/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Sepang, Hulu Langat",religious,active,0,21,0,49,0,0,21
lestari_perdana7,Lestari Perdana Tujuh,Time-series (numeric),1/5/2021,1/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, WP Putrajaya","Petaling, Hulu Langat, Sepang, Gombak, Putrajaya",education,active,0,185,0,794,0,0,185
liawan,Liawan,Time-series (numeric),10/11/2020,24/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah ,Keningau,community,ended,0,51,0,396,0,1,50
limau_karangan,Limau Karangan,Time-series (numeric),2/5/2021,6/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah,Kulim,education,active,0,24,0,90,0,0,24
limbungan,Limbungan,Time-series (numeric),27/10/2020,13/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Labuan ,Labuan,workplace,ended,0,54,0,383,0,0,54
lingkaran_cyber,Lingkaran Cyber,Time-series (numeric),6/2/2021,8/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Sepang & Petaling,workplace,ended,0,29,0,75,0,0,29
